Accident_Number,Event_Date,Year,Location,Country,Latitude,Longitude,Airport_Code,Airport_Name,Injury_Severity,Aircraft_Damage,Registration_Number,Make,Model,Schedule,Air_Carrier,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Uninjured,Weather_Condition,Weather_Condition_Cleaned,Total_Concerned,Broad_Phase_of_Flight
DCA04WA078,8/31/04,2004,"Hanamaki, Japan",Japan,,,,,Non-Fatal,,,Boeing,747,SCHD,,0,1,558,,NA,559,
DCA03WA030,3/12/03,2003,"Auckland, New Zealand",New Zealand,,,,,Unavailable,Substantial,,Boeing,747,SCHD,,0,0,,,NA,0,
IAD02LA039,4/1/02,2002,Atlantic Ocean,,42.5725,-70.718611,,,Non-Fatal,,G-BNLS,Boeing,747,SCHD,,0,1,213,VMC,VMC,214,CLIMB
DCA01RA002,10/31/00,2000,"Taipei, Taiwan",Taiwan,,,,,Fatal(83),Destroyed,,Boeing,747,SCHD,,83,39,25,IMC,IMC,147,
ENG07RA021,4/3/07,2007,"Chengdu, China",China,,,,,Incident,,,Boeing,747,SCHD,,0,0,,,NA,0,
ENG07RA001,10/9/06,2006,"Seoul, Korea, Republic Of","Korea, Republic Of",,,,,Incident,,,Boeing,747,SCHD,,0,0,,,NA,0,
LAX02WA272,8/30/02,2002,"AUCKLAND, New Zealand",New Zealand,,,,,Incident,,,Boeing,747,SCHD,,0,0,,,NA,0,
DCA10WA056,5/7/10,2010,"Sydney, Australia",Australia,,,SYD,"Sydney, Australia",Incident,Minor,N128UA,Boeing,747,SCHD,,0,0,246,VMC,VMC,246,
LAX07LA204,6/27/07,2007,"Oceanic, UN",United States,11,-157,,,Non-Fatal,,N120UA,Boeing,747,SCHD,,0,1,282,VMC,VMC,283,CRUISE
LAX02LA146,5/1/02,2002,"Pacific Ocean, PO",United States,-24.3,174.333333,,,Non-Fatal,,N182UA,Boeing,747,SCHD,,0,1,283,VMC,VMC,284,CLIMB
ENG09WA005,5/11/09,2009,"Johannesburg, South Africa",South Africa,,,FAJS,Tambo International Airport,Incident,,,Boeing,747,SCHD,,0,0,,,NA,0,
MIA07IA031,12/26/06,2006,"Miami, FL",United States,25.793333,-80.290555,KMIA,Miami International,Incident,,G-BNLM,Boeing,747,SCHD,,0,0,368,VMC,VMC,368,TAXI
DCA10RA092,9/3/10,2010,"Dubai, United Arab Emirates",United Arab Emirates,,,,,Fatal(2),Destroyed,N571UP,Boeing,747,NSCH,,2,0,,,NA,2,
DCA12WA144,9/9/12,2012,"Melbourne, Australia",Australia,,,,,Incident,,N409MC,Boeing,747,NSCH,,0,0,,,NA,0,
ENG10WA036,6/11/10,2010,"Tokyo, Japan, Japan",Japan,,,NRT,Narita/New Tokyo International,Incident,,,Boeing,747,SCHD,,0,0,,,NA,0,
DCA07WA015,12/7/06,2006,"London, United Kingdom",United Kingdom,,,,,Incident,,,Boeing,747,SCHD,,0,0,,,NA,0,
DCA12RA148,9/11/12,2012,"Shanghai, China",China,,,,,Incident,Minor,,Boeing,747,SCHD,,0,0,2,,NA,2,
ANC05IA016,12/5/04,2004,"Anchorage, AK",United States,61.174445,-149.996389,,,Incident,Minor,JA8158,Boeing,747,NSCH,,0,0,3,VMC,VMC,3,CRUISE
ENG13WA023,1/30/11,2011,"Keflavik, Iceland",Iceland,,,BIKF,Keflavik Airport,Incident,,,Boeing,757,SCHD,,0,0,2,UNK,UNK,2,
DCA10WA078,7/16/10,2010,"London, United Kingdom",United Kingdom,,,,,Incident,,,Boeing,757,SCHD,,0,0,,,NA,0,
DCA15WA045,12/17/14,2014,"Warsaw, Poland",Poland,,,,,Incident,,,Boeing,757,,,0,0,,,NA,0,TAKEOFF
ENG15WA005,12/6/14,2014,"Magadan, Russia",Russia,,,UHMM,Magadan,Incident,,,Boeing,757,,,0,0,,,NA,0,CLIMB
DCA10WA043,2/21/10,2010,"Bacelona, Spain",Spain,,,,,Incident,,,Boeing,757,SCHD,,0,0,,,NA,0,TAKEOFF
DCA14WA005,10/22/13,2013,"Providenciales, Turks And Caicos Islands",Turks And Caicos Islands,,,,,Incident,,N605AA,Boeing,757,SCHD,,0,0,175,,NA,175,
DCA13WA158,9/19/13,2013,"San Andreas, Colombia",Colombia,,,,N/A,Incident,,N676AN,Boeing,757,SCHD,,0,0,,,NA,0,DESCENT
DCA14WA084,10/20/13,2013,"Dublin, Ireland",Ireland,,,,,Incident,Minor,N41140,Boeing,757,,,0,0,131,,NA,131,
DCA12WA125,8/8/12,2012,"Tenerife Sur, Spain",Spain,,,,N/A,Incident,,,Boeing,757,,,0,0,229,,NA,229,
SEA04IA175,8/27/04,2004,"Richmond, BC, Canada",Canada,47.444444,-122.331111,,,Incident,Minor,N526UA,Boeing,757,SCHD,,0,0,130,VMC,VMC,130,TAKEOFF
CHI04LA084,3/1/04,2004,"Janesville, WI",United States,42.619445,-89.040277,,,Non-Fatal,,N516UA,Boeing,757,SCHD,,0,1,175,VMC,VMC,176,DESCENT
DCA02WA040,5/22/02,2002,"Gibraltar, Gibraltar",Gibraltar,,,,,Non-Fatal,Substantial,,Boeing,757,SCHD,,0,0,163,,NA,163,
CHI02LA111,4/18/02,2002,"Springfield, MO",United States,37.486389,-93.456111,,,Non-Fatal,,N516AT,Boeing,757,SCHD,,0,3,111,VMC,VMC,114,CRUISE
SEA02LA049,3/2/02,2002,"Seattle, WA",United States,,,KSEA,Seattle/Tacoma Int.,Non-Fatal,Substantial,N589UA,Boeing,757,SCHD,,0,0,90,VMC,VMC,90,STANDING
OPS07IA002,1/10/07,2007,"Atlanta, GA",United States,,,ATL,THE WILLIAM B HARTSFIELD ATLAN,Incident,,,Boeing,757,SCHD,,0,0,173,VMC,VMC,173,TAKEOFF
SEA08LA061B,1/13/08,2008,"San Francisco, CA",United States,37.618889,-122.374723,KSFO,San Francisco International,Non-Fatal,Substantial,N508UA,Boeing,757,SCHD,,0,0,61,VMC,VMC,61,TAXI
SEA06IA105,5/17/06,2006,"Portland, OR",United States,45.588611,-122.5975,PDX,PORTLAND INTL,Incident,,N506UA,Boeing,757,SCHD,,0,0,189,VMC,VMC,189,TAKEOFF
CHI06LA099,3/15/06,2006,"Omaha, NE",United States,41.303056,-95.894166,OMA,Eppley Airfield,Non-Fatal,,N518UA,Boeing,757,SCHD,,0,1,97,VMC,VMC,98,CRUISE
CHI03LA113,4/21/03,2003,"Lithonia, GA",United States,33.743889,-84.0425,,,Non-Fatal,,N504UA,Boeing,757,SCHD,,0,1,184,IMC,IMC,185,CRUISE
CHI01LA331,9/23/01,2001,"Indianapolis, IN",United States,,,IND,Indianapolis International,Non-Fatal,,N570UA,Boeing,757,SCHD,,0,1,40,VMC,VMC,41,TAXI
CHI05LA135,6/5/05,2005,"New Chicago, IN",United States,41.56,-87.274445,,,Non-Fatal,,N602AN,Boeing,757,SCHD,,0,1,160,VMC,VMC,161,DESCENT
MIA03IA168,8/24/03,2003,"Miami, FL",United States,25.793055,-80.290555,MIA,Miami International,Incident,Minor,N609AA,Boeing,757,SCHD,,0,0,169,VMC,VMC,169,TAXI
LAX03LA167,5/20/03,2003,"Santa Ana, CA",United States,33.681667,-117.869167,SNA,John Wayne/Orange County,Non-Fatal,Substantial,N692AA,Boeing,757,SCHD,,0,0,103,VMC,VMC,103,TAXI
OPS11IA410,3/11/11,2011,"ATLANTA, GA",United States,,,KATL,Atlanta,Incident,,,Boeing,757,SCHD,,0,0,130,VMC,VMC,130,TAKEOFF
OPS07IA006A,7/11/07,2007,"Fort Lauderdale, FL",United States,26.0725,-80.1525,FLL,Fort Lauderdale International,Incident,,,Boeing,757,SCHD,,0,0,307,VMC,VMC,307,LANDING
NYC06LA074,2/25/06,2006,"Boston, MA",United States,42.364444,-71.005278,BOS,General Edward Lawrence Logan,Non-Fatal,Substantial,N697DL,Boeing,757,SCHD,,0,0,146,VMC,VMC,146,STANDING
IAD05LA044,3/6/05,2005,"Boston, MA",United States,42.364444,-71.005278,BOS,General Edward Logan,Non-Fatal,,N6710E,Boeing,757,SCHD,,0,1,188,VMC,VMC,189,TAXI
DEN03IA067,4/17/03,2003,"Salt Lake City, UT",United States,40.788333,-111.977778,SLC,Salt Lake City International,Incident,Minor,N6712B,Boeing,757,SCHD,,0,0,123,VMC,VMC,123,CLIMB
NYC02LA110,6/2/02,2002,"Fairfield, IL",United States,38.363333,-88.343333,,,Non-Fatal,,N694DL,Boeing,757,SCHD,,0,1,113,IMC,IMC,114,DESCENT
LAX01LA307,7/11/01,2001,"San Francisco, CA",United States,37.618889,-122.374723,SFO,San Francisco International,Non-Fatal,,N644DL,Boeing,757,SCHD,,0,1,98,VMC,VMC,99,DESCENT
DCA02RA047A,7/1/02,2002,"Uberlingen, Germany",Germany,,,,,Fatal(71),Destroyed,,Boeing,757,SCHD,,71,0,,,NA,71,
LAX07LA189,4/24/07,2007,"Burbank, CA",United States,34.200556,-118.358611,BUR,Bob Hope Airport,Non-Fatal,,N402UP,Boeing,757,NSCH,,0,1,2,VMC,VMC,3,TAXI
DEN07LA098,6/3/07,2007,"Denver, CO",United States,39.861389,-104.673056,,,Non-Fatal,,N523US,Boeing,757,SCHD,,0,1,172,VMC,VMC,173,APPROACH
ANC04IA058,5/31/04,2004,"Anchorage, AK",United States,61.174445,-149.996389,PANC,Anchorage International,Incident,,N550NW,Boeing,757,SCHD,,0,0,187,VMC,VMC,187,STANDING
NYC03FA039,1/19/03,2003,"Flushing, NY",United States,40.777223,-73.8725,LGA,LA GUARDIA,Non-Fatal,Substantial,N550NW,Boeing,757,SCHD,,0,1,1,VMC,VMC,2,STANDING
NYC02LA187,9/9/02,2002,"Baltimore, MD",United States,39.165,-76.663333,BWI,Baltimore-Washington Intl Arpt,Non-Fatal,Substantial,N534US,Boeing,757,SCHD,,0,0,103,VMC,VMC,103,LANDING
DCA08WA086,7/29/08,2008,"Budapest, Hungary",Hungary,,,,,Unavailable,,,Boeing,767,,,0,0,,,NA,0,
ENG15RA015,2/17/15,2015,"Islamabad, Pakistan, Pakistan",Pakistan,,,ISB,Islamabad International,Incident,Minor,,Boeing,767,SCHD,,0,0,,,NA,0,TAKEOFF
DCA14WA019,12/5/13,2013,"Madrid, Spain",Spain,,,,,Non-Fatal,Substantial,N182DN,Boeing,767,SCHD,,0,0,203,,NA,203,
DCA15WA159,7/12/15,2015,"Singapore, Singapore",Singapore,,,,,Incident,,,Boeing,767,,,0,0,,,NA,0,
DCA14WA172,9/12/14,2014,"Seoul, Korea, Republic Of","Korea, Republic Of",,,,,Non-Fatal,,,Boeing,767,,,0,1,223,,NA,224,
DCA15WA024,11/4/14,2014,"Lima, Peru",Peru,,,,,Incident,,N644UA,Boeing,767,,,0,0,219,,NA,219,
DCA11WA048A,4/14/11,2011,"Barcelona, Spain",Spain,,,,,Incident,Minor,N366AA,Boeing,767,SCHD,,0,0,,,NA,0,
DCA14WA042,1/21/14,2014,"Buenos Aires, Argentina",Argentina,,,,,Incident,Minor,N191DN,Boeing,767,,,0,0,209,,NA,209,
DCA06WA006,11/6/05,2005,"London, United Kingdom",United Kingdom,,,,,Incident,,N653US,Boeing,767,SCHD,,0,0,,,NA,0,
DCA02RA032,4/15/02,2002,"Pusan, Korea, Republic Of","Korea, Republic Of",,,,,Fatal(138),Destroyed,,Boeing,767,SCHD,,138,28,,IMC,IMC,166,
ENG03WA004,12/8/02,2002,"Brisbane, Australia",Australia,,,ABBN,Dummy,Incident,Minor,,Boeing,767,SCHD,,0,0,,,NA,0,
IAD03IA007,10/19/02,2002,"BOSTON, MA",United States,42.375,-71.002778,BOS,LOGAN INTERNATIONAL AIRPORT,Incident,Minor,N607UA,Boeing,767,SCHD,,0,0,128,VMC,VMC,128,TAKEOFF
ENG06IA018,6/2/06,2006,"Los Angeles, CA",United States,,,KLAX,Los Angeles,Incident,Substantial,N330AA,Boeing,767,NSCH,,0,0,3,,NA,3,STANDING
NYC02LA088,4/22/02,2002,Atlantic Ocean,,19.663611,-66.126111,,,Non-Fatal,,N68160,Boeing,767,SCHD,,0,1,119,VMC,VMC,120,CRUISE
DCA05MA083,7/11/05,2005,"Raleigh-Durham, NC",United States,35.4,-80.666667,,,Non-Fatal,,N113DA,Boeing,767,SCHD,,0,1,186,VMC,VMC,187,CRUISE
MIA04LA134,9/29/04,2004,Caribbean Sea,,13,-71.5,AUA,"Aruba, Netherlands Antilles",Non-Fatal,,N109DL,Boeing,767,SCHD,,0,1,144,VMC,VMC,145,CRUISE
ENG02RA004,11/27/01,2001,"Melbourne, Australia",Australia,-37.416667,145.116667,,,Incident,Minor,,Boeing,767,SCHD,,0,0,,,NA,0,
DCA07WA016,11/8/06,2006,"Bristol, United Kingdom",United Kingdom,,,,,Incident,Minor,N330LF,Boeing,767,NSCH,,0,0,,,NA,0,
DCA14WA104,3/19/14,2014,"FRANKFURT, Germany",Germany,,,,,Incident,,,Boeing,767,,,0,0,262,,NA,262,
OPS08IA008B,7/5/08,2008,"New York, NY",United States,,,KJFK,John F. Kennedy Intl,Incident,,,Boeing,767,SCHD,,0,0,285,VMC,VMC,285,TAKEOFF
ENG08RA005,11/22/07,2007,"Nice, France",France,,,LFMN,"Cote D'Azur, Nice, France",Incident,Minor,N1611B,Boeing,767,SCHD,,0,0,,,NA,0,
DCA07WA029,3/3/07,2007,"London, United Kingdom",United Kingdom,,,,,Incident,Minor,,Boeing,767,SCHD,,0,0,,,NA,0,
DCA06WA074,9/17/06,2006,,Iceland,,,,,Incident,Minor,,Boeing,767,SCHD,,0,0,,,NA,0,
NYC06LA151,6/17/06,2006,"Dulles, VA",United States,38.945,-77.456667,IAD,Washington-Dulles,Non-Fatal,Substantial,N653UA,Boeing,767,SCHD,,0,0,183,VMC,VMC,183,STANDING
MIA03WA011,10/21/02,2002,"Buenos Aires, Argentina",Argentina,-34.822223,-58.535833,,,Incident,Minor,,Boeing,767,SCHD,,0,0,162,VMC,VMC,162,
NYC02WA135,7/2/02,2002,"Asuncion, Paraguay",Paraguay,,,,,Incident,,N376AN,Boeing,767,SCHD,,0,0,144,,NA,144,
MIA01WA100,3/16/01,2001,"PUERTO PLATA, Dominican Republic",Dominican Republic,,,,,Non-Fatal,Substantial,,Boeing,767,NSCH,,0,0,2,VMC,VMC,2,
ANC04IA025,2/19/04,2004,"Miami, FL",United States,25.783333,-80.283333,MIA,MIAMI INTL,Incident,,PH-MCL,Boeing,767,SCHD,,0,0,290,VMC,VMC,290,LANDING
ENG06RA004,12/1/05,2005,"Kagoshima, Japan",Japan,,,RJFK,Kagoshima Airport,Incident,Minor,,Boeing,767,SCHD,,0,0,,,NA,0,
DCA04WA067,8/7/04,2004,"Viru-Viru Int, Bolivia",Bolivia,,,,,Unavailable,Substantial,,Boeing,767,SCHD,,0,0,,,NA,0,
DCA01WA038,4/23/01,2001,"Zurich, Switzerland",Switzerland,,,,,Incident,,,Boeing,767,SCHD,,0,0,,,NA,0,
DCA01WA032,3/27/01,2001,"Paris, France",France,,,,,Incident,,N379AA,Boeing,767,SCHD,,0,0,137,,NA,137,
NYC01LA076,12/27/00,2000,"Boston, MA",United States,,,BOS,GENERAL EDWARD LAWRENCE LOGAN,Non-Fatal,,N155DL,Boeing,767,SCHD,,0,1,79,VMC,VMC,80,TAXI
ENG07WA010,12/30/06,2006,"Auckland, New Zealand",New Zealand,,,,,Incident,Minor,,Boeing,767,SCHD,,0,0,,,NA,0,
DCA12WA102,7/3/12,2012,"Sao Paulo, Brazil",Brazil,,,,,Incident,,N342AN,Boeing,767,SCHD,,0,0,,,NA,0,
DCA10WA052,4/13/10,2010,"Keflavik, Iceland",Iceland,,,BIKF,Keflavik,Incident,,N380AN,Boeing,767,SCHD,,0,0,140,,NA,140,
DEN07WA143,8/20/07,2007,"Frankfurt, Germany",Germany,50.106111,8.676111,,,Incident,Minor,N369AA,Boeing,767,SCHD,,0,0,170,VMC,VMC,170,
DCA02WA012,12/4/01,2001,"London, United Kingdom",United Kingdom,,,,,Incident,Minor,N7375A,Boeing,767,SCHD,,0,0,77,,NA,77,
DCA12WA146,9/13/12,2012,"Sao Paulo, Brazil",Brazil,,,,,Non-Fatal,Minor,N173DZ,Boeing,767,SCHD,,0,0,220,,NA,220,
MIA02WA176,8/24/02,2002,"Buenos Aires, Argentina",Argentina,-34.822223,-58.535833,,,Incident,,N178DN,Boeing,767,SCHD,,0,0,208,VMC,VMC,208,
ATL02LA075,4/5/02,2002,"Atlanta, GA",United States,33.645,-84.433056,ATL,THE WILLIAM B HARTSFIELD ATLAN,Non-Fatal,Substantial,N1608,Boeing,767,SCHD,,0,0,199,VMC,VMC,199,CLIMB
FTW98FA380,9/11/98,1998,"Houston, TX",United States,29.607222,-95.158611,EFD,Ellington Field,Non-Fatal,Substantial,N316UP,Boeing,767,NSCH,,0,0,2,IMC,IMC,2,APPROACH
DCA14WA030,1/5/14,2014,"Madinah, Saudi Arabia",Saudi Arabia,,,,,Non-Fatal,Minor,,Boeing,767,,,0,3,,,NA,3,
DCA04RA060,7/28/04,2004,"Rome, Italy",Italy,,,,,Non-Fatal,Minor,,Boeing,767,SCHD,,0,0,160,,NA,160,
DCA12WA010,10/28/11,2011,"Nani, Kenya",Kenya,-0.846111,39.9275,,,Unavailable,,,Boeing,777,SCHD,,0,0,,,NA,0,CRUISE
DCA14RA127,7/17/14,2014,"Hrabove, Ukraine",Ukraine,,,,N/A,Fatal(295),Destroyed,,Boeing,777,SCHD,,295,0,,,NA,295,
DCA14RA076,3/8/14,2014,"Kuala Lampur, Malaysia",Malaysia,,,WMKK,Kuala Lumper International,Fatal(239),Destroyed,,Boeing,777,SCHD,,239,0,,,NA,239,
DCA12WA066,3/31/12,2012,"Tokyo, Japan",Japan,,,,Tokyo International Airport,Unavailable,Substantial,,Boeing,777,,,0,0,,,NA,0,GO-AROUND
DCA14WA025,12/19/13,2013,"Changi, Singapore",Singapore,,,,,Non-Fatal,,,Boeing,777,,,0,0,217,,NA,217,
OPS14IA011,8/15/14,2014,"Shemya, AK",United States,52.743611,174.124167,,N/A,Incident,,,Boeing,777,SCHD,,0,0,,UNK,UNK,0,
ENG13WA039,7/21/13,2013,"Moscow, Russia",Russia,,,SVO,Moscow Sheremetyevo Intern,Incident,,,Boeing,777,SCHD,,0,0,,,NA,0,
DCA15WA041,12/16/14,2014,"Ishikawa, Japan",Japan,,,,,Non-Fatal,,N751AN,Boeing,777,,,0,2,243,,NA,245,CRUISE
DCA15WA002,10/3/14,2014,"Buenos Aires, Argentina",Argentina,,,,,Non-Fatal,,N772AN,Boeing,777,SCHD,,0,1,248,,NA,249,
DCA14WA004,10/3/13,2013,"Changi, Singapore",Singapore,,,WSAC,Changi Air Base,Incident,,,Boeing,777,,,0,0,,,NA,0,
DCA06WA075,9/22/06,2006,"Brindisi, Italy",Italy,,,,,Incident,Minor,N861DA,Boeing,777,SCHD,,0,0,,,NA,0,
DCA05RA086,8/1/05,2005,"Perth, Australia",Australia,,,,,Incident,,,Boeing,777,SCHD,,0,0,,,NA,0,
ENG07RA014,2/26/07,2007,"London, United Kingdom",United Kingdom,,,,,Non-Fatal,Substantial,N786UA,Boeing,777,SCHD,,0,0,205,,NA,205,
DCA07WA041,5/12/07,2007,"Tel Aviv, Israel",Israel,,,,,Incident,Minor,N863DA,Boeing,777,SCHD,,0,0,,,NA,0,
ENG13WA010,12/31/12,2012,"Seoul, South Korea, Korea, Republic Of","Korea, Republic Of",,,ICN,Incheon International Airport,Incident,,N206UA,Boeing,777,SCHD,,0,0,,,NA,0,
DCA12WA109,7/5/12,2012,"Tokyo, Japan",Japan,,,,,Non-Fatal,,N224UA,Boeing,777,SCHD,,0,1,252,,NA,253,CRUISE
OPS10IA020A,3/27/10,2010,"San Francisco, CA",United States,,,,,Incident,,,Boeing,777,SCHD,,0,0,268,,NA,268,TAKEOFF
CHI08FA050,12/14/07,2007,"Chicago, IL",United States,41.978611,-87.904722,ORD,Chicago O'Hare Intl,Non-Fatal,Minor,N220UA,Boeing,777,SCHD,,0,1,263,VMC,VMC,264,APPROACH
CHI07FA184A,6/27/07,2007,"Chicago, IL",United States,41.968611,-87.907778,ORD,CHICAGO O'HARE INTL,Non-Fatal,Minor,N213UA,Boeing,777,SCHD,,0,0,501,VMC,VMC,501,TAXI
MIA03LA067,2/25/03,2003,"Miami, FL",United States,25.949722,-81.2525,MIA,Miami International,Non-Fatal,,N790AN,Boeing,777,SCHD,,0,2,131,VMC,VMC,133,DESCENT
DFW06LA115,4/25/06,2006,"DFW Int'l Apt, TX",United States,32.891389,-97.036111,DFW,Dallas/Fort Worth Int'l,Non-Fatal,,N789AN,Boeing,777,SCHD,,0,1,253,VMC,VMC,254,DESCENT
DEN01FA157,9/5/01,2001,"Denver, CO",United States,39.859722,-104.671667,DEN,Denver International Airport,Fatal(1),Substantial,G-VIIK,Boeing,777,SCHD,,1,0,26,VMC,VMC,27,STANDING
DCA08RA028,1/17/08,2008,"London, United Kingdom",United Kingdom,,,,,Non-Fatal,Substantial,,Boeing,777,SCHD,,0,0,191,,NA,191,
LAX04LA007B,10/7/03,2003,"San Francisco, CA",United States,37.618889,-122.374723,KSFO,San Francisco International,Non-Fatal,Substantial,JA709A,Boeing,777,SCHD,,0,0,450,VMC,VMC,450,TAXI
DFW08WA090,2/25/08,2008,"Mexico City, Mexico",Mexico,19.433333,-99.066667,,,Incident,Minor,N774AM,Boeing,777,SCHD,,0,0,403,VMC,VMC,403,
DCA04WA025,9/28/03,2003,"Chennai, India",India,,,,,Incident,,,Boeing,777,SCHD,,0,0,,,NA,0,
ENG08WA049,3/29/08,2008,"Azores, Portugal",Portugal,,,SMA,Santa Maria,Incident,,,Boeing,777,SCHD,,0,0,,,NA,0,
DCA16WA040,12/30/15,2015,"Calgary, Canada",Canada,,,,,Incident,,,Boeing,777,,,0,0,,,NA,0,
DCA13WA159,9/18/13,2013,"Warsaw, Poland",Poland,,,EPWA,Warsaw,Incident,,,Boeing,787,SCHD,,0,0,,,NA,0,
ENG15RA006,1/22/15,2015,"Budapest, Hungary",Hungary,,,,,Incident,,,Boeing,787,SCHD,,0,0,,,NA,0,
DCA07WA011,11/18/06,2006,"Leticia, Colombia",Colombia,,,,,Unavailable,Destroyed,,Boeing,727,NSCH,,0,0,,,NA,0,
ATL01IA083,7/13/01,2001,"MEMPHIS, TN",United States,35.035555,-89.968611,MEM,Memphis International Arpt,Incident,Minor,N189FE,Boeing,727,SCHD,,0,0,3,VMC,VMC,3,TAKEOFF
DCA00WA063,7/12/99,1999,"Cuzco, Peru",Peru,,,,,Incident,,,Boeing,737,SCHD,,0,0,,,NA,0,
DCA98WA033,4/12/98,1998,"ALMATY, Kazakhstan",Kazakhstan,,,,,Unavailable,,,Boeing,737,SCHD,,0,0,,,NA,0,
DCA97WA025,2/8/97,1997,"NURNBERG/GERF, Germany",Germany,,,,,Unavailable,,,Boeing,737,SCHD,,0,0,,,NA,0,
DCA01WA035,3/25/01,2001,"Riyahd, Saudi Arabia",Saudi Arabia,,,,,Incident,,,Boeing,737,SCHD,,0,0,2,,NA,2,
NYC01LA075A,2/3/01,2001,"Boston, MA",United States,,,BOS,Logan International Airport,Non-Fatal,Substantial,N3735D,Boeing,737,SCHD,,0,0,135,VMC,VMC,135,TAXI
DCA05WA028,1/24/05,2005,"Dusseldorf, Germany",Germany,,,,,Incident,Minor,N808MC,Boeing,747,NSCH,,0,0,3,IMC,IMC,3,
MIA95WA143,6/3/95,1995,"PANAMA  CITY, Panama",Panama,,,,,Non-Fatal,Substantial,N706CK,Boeing,747,NSCH,,0,0,4,VMC,VMC,4,
DCA01WA045,6/5/01,2001,"Tokyo, Japan",Japan,,,,,Incident,Minor,N663US,Boeing,747,SCHD,,0,0,2,,NA,2,
DCA01WA046,5/21/01,2001,Guam,,,,,,Non-Fatal,,,Boeing,747,SCHD,,0,1,,,NA,1,
DCA00WA094,6/18/00,2000,"Addis Ababa, Ethiopia",Ethiopia,,,,,Incident,,,Boeing,767,SCHD,,0,0,,,NA,0,
DCA00WA028,2/22/00,2000,"Harare, Zimbabwe",Zimbabwe,,,,,Non-Fatal,,,Boeing,767,SCHD,,0,0,1,VMC,VMC,1,
DCA05WA032,1/19/05,2005,"Nice, France",France,,,,,Incident,Minor,N174DN,Boeing,767,SCHD,,0,0,,,NA,0,
DCA06WA008A,11/6/05,2005,"Heathrow IAP, United Kingdom",United Kingdom,,,,,Non-Fatal,Substantial,N781AN,Boeing,777,SCHD,,0,0,243,,NA,243,
DCA01WA053,6/6/01,2001,"Danang, Vietnam",Vietnam,,,,,Incident,,,Boeing,777,SCHD,,0,0,,,NA,0,
DCA05WA067,5/20/05,2005,"London, United Kingdom",United Kingdom,,,,,Non-Fatal,Substantial,N864DA,Boeing,777,SCHD,,0,0,309,,NA,309,
DCA01WA019,1/30/01,2001,,Australia,,,,,Incident,,,Boeing,777,SCHD,,0,0,,,NA,0,
DCA09WA042,3/26/09,2009,"Eldorado, Colombia",Colombia,,,,Eldorado,Incident,Minor,,Boeing,727,SCHD,,0,0,,,NA,0,
DCA06RA040,5/4/06,2006,"Banglore, India",India,,,,,Incident,Substantial,,Boeing,727,SCHD,,0,0,0,,NA,0,
DCA08WA071,5/16/08,2008,"Kolonia, Federated States Of Micronesia",Federated States Of Micronesia,6.985,-158.208333,,,Non-Fatal,Substantial,N319NE,Boeing,727,NSCH,,0,0,5,VMC,VMC,5,
DCA13WA072,4/5/13,2013,"Guatemala City, Guatemala",Guatemala,,,,,Incident,Minor,N279AD,Boeing,737,SCHD,,0,0,5,,NA,5,
DCA11WA062,5/20/11,2011,"Dublin, Ireland",Ireland,,,,Dublin,Incident,,,Boeing,737,SCHD,,0,0,66,,NA,66,
DCA11WA042,4/7/11,2011,"Hamburg, Germany",Germany,,,EDDH,Hamburg,Incident,Minor,,Boeing,737,SCHD,,0,0,86,,NA,86,
DCA11WA041,4/4/11,2011,"Bucharest, Romania",Romania,,,LROP,"Henri Coanda, Bucharest",Incident,Substantial,,Boeing,737,SCHD,,0,0,83,,NA,83,
DCA11WA017,12/8/10,2010,"Brasilia, Brazil",Brazil,,,SBBR,Brasilia,Incident,,,Boeing,737,SCHD,,0,0,125,,NA,125,
DCA08WA014,5/5/06,2006,"Jakarta, Indonesia",Indonesia,,,,,Non-Fatal,Minor,,Boeing,737,SCHD,,0,0,4,VMC,VMC,4,
DCA05RA096,9/5/05,2005,"Medan, Indonesia",Indonesia,,,,,Fatal(145),Destroyed,,Boeing,737,SCHD,,145,0,16,VMC,VMC,161,
DCA08WA069,2/10/08,2008,"Kansai, Japan",Japan,,,,,Non-Fatal,,,Boeing,737,SCHD,,0,1,72,,NA,73,
DCA06WA070,9/3/06,2006,"Doha, Qatar",Qatar,,,,,Incident,Minor,,Boeing,737,SCHD,,0,0,2,VMC,VMC,2,
DCA06WA052,6/15/06,2006,"East Midlands, United Kingdom",United Kingdom,,,,,Non-Fatal,Substantial,,Boeing,737,SCHD,,0,0,2,IMC,IMC,2,
DCA05RA092,8/14/05,2005,"Grammatikos, Greece",Greece,,,,,Fatal(121),Destroyed,,Boeing,737,SCHD,,121,0,,,NA,121,
DCA05WA008B,11/7/04,2004,"Manchester, United Kingdom",United Kingdom,,,,,Incident,Minor,,Boeing,737,SCHD,,0,0,,,NA,0,
DCA05WA006,11/4/04,2004,"Kota Kinabalu, Malaysia",Malaysia,,,,,Non-Fatal,Minor,,Boeing,737,SCHD,,0,0,2,IMC,IMC,2,
DCA08WA016,11/21/07,2007,"Jakarta, Indonesia",Indonesia,,,,,Incident,Minor,,Boeing,737,SCHD,,0,0,2,VMC,VMC,2,
DCA07RA030,3/7/07,2007,"Yogyakarta, Indonesia",Indonesia,,,,,Fatal(23),Destroyed,,Boeing,737,SCHD,,23,50,60,,NA,133,
